"","cartaAltaRoboClustering","cartaMediaRoboClustering","cartaBaixaRoboClustering","kmeans.cluster","idMao"
"1047",51,41,20,1,1147
"1048",20,7,3,4,1148
"1049",20,3,3,4,1149
"1050",20,7,3,4,1150
"1051",7,3,3,2,1151
"1052",20,20,7,7,1152
"1053",7,3,3,2,1153
"1054",7,3,3,2,1154
"1055",7,7,7,5,1155
"1056",12,7,3,5,1156
"1057",12,3,3,2,1157
"1058",51,12,3,3,1158
"1059",41,3,3,3,1159
"1060",7,3,3,2,1160
"1061",20,3,3,4,1161
"1062",20,7,3,4,1162
"1063",7,7,3,5,1163
"1064",7,3,3,2,1164
"1065",7,3,3,2,1165
"1066",20,12,7,7,1166
"1067",7,7,3,5,1167
"1068",20,20,7,7,1168
"1069",51,20,7,6,1169
"1070",51,20,3,6,1170
"1071",7,7,7,5,1171
"1072",3,3,3,2,1172
"1073",51,7,7,3,1173
"1074",20,7,3,4,1174
"1075",7,3,3,2,1175
"1076",12,3,3,2,1176
"1077",51,12,7,3,1177
"1078",20,3,3,4,1178
"1079",3,3,3,2,1179
"1080",20,12,3,4,1180
"1081",51,3,3,3,1182
"1082",51,3,3,3,1183
"1083",7,7,3,5,1184
"1084",20,7,7,4,1185
"1085",51,7,3,3,1186
"1086",20,12,3,4,1187
"1087",20,3,3,4,1188
"1088",41,7,3,3,1189
"1089",51,20,3,6,1190
"1090",41,20,3,6,1191
"1091",7,3,3,2,1193
"1092",12,7,3,5,1194
"1093",7,7,3,5,1195
"1094",7,3,3,2,1197
"1095",41,41,3,6,1198
"1096",12,7,3,5,1199
"1097",12,3,3,2,1200
"1098",7,7,3,5,1201
"1099",20,20,3,7,1202
"1100",20,20,7,7,1203
"1101",7,7,3,5,1204
"1102",7,3,3,2,1205
"1103",20,7,3,4,1206
"1104",41,20,3,6,1207
"1105",41,20,3,6,1208
"1106",7,3,3,2,1209
"1107",20,7,3,4,1210
"1108",20,7,3,4,1212
"1109",20,7,3,4,1213
"1110",41,7,7,3,1214
"1111",20,3,3,4,1216
"1112",20,3,3,4,1217
"1113",3,3,3,2,1218
"1114",20,7,3,4,1219
"1115",7,7,3,5,1220
"1116",51,51,12,1,1221
"1117",20,20,12,1,1222
"1118",41,7,3,3,1223
"1119",7,7,3,5,1224
"1120",41,7,3,3,1226
"1121",51,7,3,3,1227
"1122",20,20,7,7,1228
"1123",7,3,3,2,1229
"1124",41,12,3,3,1230
"1125",3,3,3,2,1231
"1126",20,3,3,4,1232
"1127",12,7,3,5,1233
"1128",20,7,3,4,1234
"1129",20,3,3,4,1235
"1130",7,3,3,2,1236
"1131",7,7,3,5,1237
"1132",20,12,3,4,1238
"1133",12,7,3,5,1239
"1134",20,20,3,7,1240
"1135",3,3,3,2,1241
"1136",7,7,7,5,1242
"1137",20,3,3,4,1243
"1138",12,7,3,5,1246
"1139",7,3,3,2,1247
"1140",20,7,7,4,1248
"1141",20,7,3,4,1249
"1142",12,7,3,5,1250
"1143",20,7,7,4,1252
"1144",20,7,3,4,1254
"1145",41,7,7,3,1255
"1146",41,20,3,6,1256
"1147",7,7,7,5,1258
"1148",20,7,3,4,1259
"1149",7,7,3,5,1260
"1150",20,20,3,7,1261
"1151",41,7,7,3,1263
"1152",20,3,3,4,1264
"1153",41,3,3,3,1265
"1154",12,7,7,5,1266
"1155",20,7,3,4,1267
"1156",51,20,3,6,1268
"1157",20,20,7,7,1270
"1158",20,7,3,4,1271
"1159",20,20,3,7,1272
"1160",20,3,3,4,1273
"1161",51,3,3,3,1274
"1162",12,7,3,5,1275
"1163",20,7,3,4,1276
"1164",20,3,3,4,1277
"1165",51,20,3,6,1278
"1166",20,7,3,4,1279
"1167",12,3,3,2,1280
"1168",41,20,7,6,1281
"1169",7,3,3,2,1282
"1170",20,7,7,4,1283
"1171",7,3,3,2,1284
"1172",7,7,3,5,1285
"1173",7,3,3,2,1286
"1174",20,7,3,4,1287
"1175",41,3,3,3,1289
"1176",7,3,3,2,1290
"1177",51,3,3,3,1291
"1178",20,7,3,4,1292
"1179",7,7,3,5,1293
"1180",20,3,3,4,1294
"1181",20,7,3,4,1295
"1182",20,7,3,4,1297
"1183",20,3,3,4,1298
"1184",12,7,3,5,1299
"1185",20,3,3,4,1300
"1186",41,20,3,6,1301
"1187",20,7,7,4,1302
"1188",7,3,3,2,1303
"1189",20,20,3,7,1304
"1190",20,20,7,7,1306
"1191",41,12,3,3,1309
"1192",12,3,3,2,1310
"1193",41,20,3,6,1311
"1194",20,7,3,4,1313
"1195",12,3,3,2,1314
"1196",20,7,7,4,1315
"1197",7,3,3,2,1316
"1198",12,3,3,2,1317
"1199",7,3,3,2,1318
"1200",7,7,3,5,1319
"1201",51,12,3,3,1320
"1202",20,7,7,4,1321
"1203",41,7,3,3,1322
"1204",51,41,7,6,1323
"1205",20,7,3,4,1324
"1206",7,7,3,5,1325
"1207",41,3,3,3,1326
"1208",20,20,7,7,1327
"1209",20,7,3,4,1329
"1210",51,41,3,6,1330
"1211",41,7,3,3,1331
"1212",41,7,3,3,1332
"1213",7,3,3,2,1333
"1214",51,12,3,3,1334
"1215",7,7,3,5,1335
"1216",7,7,7,5,1337
"1217",20,20,7,7,1338
"1218",7,3,3,2,1339
"1219",41,7,3,3,1340
"1220",7,7,7,5,1341
"1221",7,7,3,5,1342
"1222",20,7,7,4,1343
"1223",20,3,3,4,1344
"1224",7,3,3,2,1346
"1225",20,7,3,4,1347
"1226",20,20,7,7,1348
"1227",20,7,7,4,1349
"1228",20,7,3,4,1350
"1229",20,7,7,4,1351
"1230",20,7,7,4,1352
"1231",51,20,7,6,1354
"1232",41,41,3,6,1355
"1233",41,3,3,3,1356
"1234",20,20,3,7,1358
"1235",20,20,7,7,1359
"1236",51,20,7,6,1360
"1237",7,3,3,2,1361
"1238",20,7,3,4,1362
"1239",20,12,3,4,1363
"1240",20,3,3,4,1364
"1241",41,20,7,6,1365
"1242",20,7,3,4,1366
"1243",51,3,3,3,1367
"1244",20,7,7,4,1369
"1245",7,7,3,5,1370
"1246",20,20,3,7,1371
"1247",20,7,7,4,1372
"1248",20,7,3,4,1373
"1249",41,3,3,3,1374
"1250",7,7,3,5,1375
"1251",51,3,3,3,1376
"1252",41,12,3,3,1377
"1253",20,3,3,4,1378
"1254",20,3,3,4,1379
"1255",51,20,3,6,1380
"1256",7,3,3,2,1381
"1257",20,7,3,4,1382
"1258",3,3,3,2,1383
"1259",20,7,3,4,1384
"1260",51,20,3,6,1385
"1261",12,3,3,2,1386
"1262",20,7,3,4,1388
"1263",7,3,3,2,1390
"1264",41,12,3,3,1391
"1265",20,3,3,4,1392
"1266",3,3,3,2,1393
"1267",51,41,7,6,1394
"1268",20,7,7,4,1395
"1269",41,7,7,3,1396
"1270",51,7,3,3,1397
"1271",20,3,3,4,1398
"1272",41,20,3,6,1399
"1273",51,20,3,6,1401
"1274",3,3,3,2,1402
"1275",20,12,3,4,1403
"1276",7,3,3,2,1405
"1277",7,3,3,2,1406
"1278",51,7,7,3,1407
"1279",41,20,20,1,1408
"1280",7,3,3,2,1409
"1281",7,7,3,5,1410
"1282",20,12,3,4,1411
"1283",20,7,7,4,1412
"1284",20,12,7,7,1413
"1285",7,7,3,5,1414
"1286",51,7,3,3,1416
"1287",20,7,3,4,1417
"1288",20,20,3,7,1418
"1289",20,12,3,4,1419
"1290",41,12,3,3,1420
"1291",20,7,3,4,1421
"1292",7,3,3,2,1422
"1293",51,7,3,3,1423
"1294",20,7,3,4,1424
"1295",20,7,3,4,1425
"1296",7,3,3,2,1426
"1297",20,20,7,7,1427
"1298",7,7,3,5,1428
"1299",20,7,3,4,1429
"1300",20,7,3,4,1430
"1301",20,3,3,4,1431
"1302",41,7,3,3,1432
"1303",7,3,3,2,1433
"1304",20,7,7,4,1434
"1305",20,7,3,4,1435
"1306",7,3,3,2,1436
"1307",7,7,3,5,1437
"1308",20,3,3,4,1438
"1309",51,20,7,6,1439
"1310",20,7,3,4,1440
"1311",20,12,3,4,1441
"1312",20,7,3,4,1442
"1313",7,3,3,2,1443
"1314",20,7,3,4,1445
"1315",20,3,3,4,1446
"1316",41,7,3,3,1447
"1317",7,3,3,2,1448
"1318",41,20,7,6,1449
"1319",20,20,7,7,1450
"1320",20,7,3,4,1451
"1321",20,20,7,7,1452
"1322",51,7,3,3,1453
"1323",20,7,7,4,1454
"1324",41,20,7,6,1456
"1325",7,3,3,2,1457
"1326",41,20,3,6,1458
"1327",51,3,3,3,1459
"1328",7,3,3,2,1460
"1329",20,7,7,4,1461
"1330",20,20,3,7,1462
"1331",3,3,3,2,1463
"1332",20,20,7,7,1464
"1333",3,3,3,2,1465
"1334",7,3,3,2,1466
"1335",7,7,3,5,1467
"1336",20,7,3,4,1469
"1337",7,3,3,2,1470
"1338",20,7,3,4,1471
"1339",20,20,7,7,1472
"1340",20,12,3,4,1473
"1341",51,20,3,6,1474
"1342",12,7,3,5,1475
"1343",41,20,3,6,1476
"1344",7,3,3,2,1478
"1345",41,7,3,3,1479
"1346",7,3,3,2,1483
"1347",20,7,3,4,1484
"1348",20,7,3,4,1485
"1349",7,3,3,2,1487
"1350",12,7,3,5,1488
"1351",20,20,7,7,1489
"1352",7,3,3,2,1490
"1353",41,20,7,6,1491
"1354",51,20,7,6,1492
"1355",51,20,3,6,1493
"1356",7,3,3,2,1494
"1357",7,3,3,2,1495
"1358",41,20,7,6,1496
"1359",51,3,3,3,1497
"1360",41,20,20,1,1498
"1361",20,3,3,4,1499
"1362",51,20,12,1,1501
"1363",20,7,3,4,1502
"1364",20,7,3,4,1504
"1365",20,3,3,4,1505
"1366",20,7,3,4,1506
"1367",12,3,3,2,1508
"1368",7,7,7,5,1510
"1369",51,20,7,6,1511
"1370",12,7,7,5,1512
"1371",41,7,3,3,1513
"1372",20,20,20,1,1515
"1373",41,7,7,3,1516
"1374",20,3,3,4,1517
"1375",7,7,3,5,1518
"1376",7,7,3,5,1519
"1377",20,12,3,4,1520
"1378",20,20,3,7,1521
"1379",7,7,7,5,1522
"1380",20,7,3,4,1523
"1381",7,7,3,5,1525
"1382",51,7,3,3,1526
"1383",41,7,3,3,1530
"1384",20,12,3,4,1531
"1385",20,3,3,4,1533
"1386",20,12,3,4,1534
"1387",20,7,7,4,1536
"1388",20,3,3,4,1537
"1389",20,20,20,1,1538
"1390",20,7,3,4,1539
"1391",20,7,3,4,1540
"1392",41,7,3,3,1541
"1393",41,7,3,3,1542
"1394",7,7,3,5,1543
"1395",12,7,3,5,1544
"1396",20,7,3,4,1546
"1397",20,7,7,4,1547
"1398",51,7,3,3,1548
"1399",20,12,3,4,1549
"1400",12,7,3,5,1550
"1401",41,20,20,1,1551
"1402",7,3,3,2,1552
"1403",3,3,3,2,1553
"1404",3,3,3,2,1554
"1405",41,3,3,3,1555
"1406",7,7,7,5,1556
"1407",51,20,20,1,1557
"1408",12,7,3,5,1558
"1409",12,7,3,5,1559
"1410",51,20,3,6,1560
"1411",20,7,7,4,1561
"1412",7,7,3,5,1562
"1413",7,7,3,5,1563
"1414",7,7,3,5,1564
"1415",20,7,3,4,1565
"1416",7,7,7,5,1566
"1417",41,41,7,6,1567
"1418",41,12,7,3,1568
"1419",51,7,7,3,1569
"1420",20,12,3,4,1570
"1421",3,3,3,2,1572
"1422",20,7,7,4,1573
"1423",12,7,7,5,1574
"1424",51,7,3,3,1575
"1425",51,7,7,3,1576
"1426",12,7,3,5,1577
"1427",7,7,7,5,1578
"1428",20,20,7,7,1579
"1429",41,12,3,3,1580
"1430",51,7,3,3,1581
"1431",20,20,3,7,1582
"1432",20,20,7,7,1583
"1433",51,20,7,6,1584
"1434",7,3,3,2,1586
"1435",20,7,3,4,1587
"1436",20,20,3,7,1588
"1437",12,7,3,5,1589
"1438",51,20,7,6,1590
"1439",20,7,3,4,1591
"1440",20,7,3,4,1592
"1441",41,20,7,6,1593
"1442",41,20,20,1,1594
"1443",41,20,3,6,1595
"1444",51,7,3,3,1596
"1445",3,3,3,2,1597
"1446",20,12,3,4,1598
"1447",12,3,3,2,1599
"1448",7,3,3,2,1601
"1449",41,3,3,3,1602
"1450",12,7,3,5,1603
"1451",20,7,3,4,1605
"1452",20,7,3,4,1606
"1453",20,20,3,7,1607
"1454",12,12,3,5,1609
"1455",41,3,3,3,1610
"1456",41,3,3,3,1611
"1457",20,3,3,4,1612
"1458",41,20,3,6,1613
"1459",7,7,3,5,1614
"1460",20,3,3,4,1615
"1461",7,3,3,2,1616
"1462",41,20,3,6,1617
"1463",20,12,7,7,1618
"1464",20,7,3,4,1619
"1465",20,7,3,4,1620
"1466",7,7,3,5,1621
"1467",7,7,3,5,1622
"1468",7,3,3,2,1623
"1469",51,12,3,3,1625
"1470",41,20,3,6,1626
"1471",7,7,7,5,1628
"1472",12,3,3,2,1629
"1473",7,3,3,2,1633
"1474",7,3,3,2,1634
"1475",7,7,3,5,1635
"1476",7,7,3,5,1636
"1477",7,7,3,5,1637
"1478",20,20,7,7,1638
"1479",7,7,7,5,1639
"1480",3,3,3,2,1640
"1481",20,12,3,4,1641
"1482",7,7,7,5,1642
"1483",12,7,7,5,1643
"1484",51,7,3,3,1644
"1485",41,12,7,3,1645
"1486",12,7,3,5,1646
"1487",20,7,3,4,1647
"1488",20,7,3,4,1648
"1489",20,7,3,4,1650
"1490",20,12,3,4,1651
"1491",51,7,7,3,1652
"1492",20,20,12,1,1653
"1493",7,7,3,5,1654
"1494",7,7,3,5,1656
"1495",51,20,7,6,1657
"1496",41,7,3,3,1658
"1497",51,20,3,6,1659
"1498",20,7,3,4,1660
"1499",41,3,3,3,1661
"1500",20,3,3,4,1662
"1501",7,7,7,5,1663
"1502",20,7,3,4,1665
"1503",7,7,3,5,1666
"1504",7,7,3,5,1667
"1505",41,20,3,6,1668
"1506",20,3,3,4,1669
"1507",12,3,3,2,1670
"1508",51,20,3,6,1671
"1509",41,20,3,6,1672
"1510",20,3,3,4,1673
"1511",7,3,3,2,1674
"1512",41,20,7,6,1675
"1513",20,7,3,4,1676
"1514",12,7,3,5,1677
"1515",41,7,3,3,1680
"1516",20,7,3,4,1681
"1517",20,7,7,4,1682
"1518",7,3,3,2,1683
"1519",20,7,7,4,1684
"1520",20,7,3,4,1685
"1521",7,3,3,2,1686
"1522",41,3,3,3,1689
"1523",51,20,3,6,1690
"1524",20,7,7,4,1691
"1525",20,20,12,1,1692
"1526",51,7,3,3,1694
"1527",41,20,7,6,1695
"1528",20,7,3,4,1696
"1529",7,7,3,5,1698
"1530",41,7,3,3,1699
"1531",20,7,3,4,1700
"1532",41,3,3,3,1701
"1533",20,12,3,4,1702
"1534",51,7,7,3,1703
"1535",20,20,12,1,1705
"1536",12,7,7,5,1706
"1537",20,12,7,7,1709
"1538",20,20,7,7,1710
"1539",20,20,7,7,1711
"1540",20,20,7,7,1713
"1541",12,3,3,2,1714
"1542",12,7,3,5,1715
"1543",20,20,3,7,1716
"1544",20,7,7,4,1717
"1545",51,7,7,3,1719
"1546",20,7,7,4,1720
"1547",20,7,7,4,1721
"1548",20,3,3,4,1722
"1549",20,20,20,1,1723
"1550",20,7,3,4,1724
"1551",20,12,3,4,1725
"1552",20,12,7,7,1726
"1553",51,20,7,6,1727
"1554",51,7,3,3,1729
"1555",20,20,7,7,1732
"1556",20,7,3,4,1733
"1557",7,7,3,5,1734
"1558",41,7,3,3,1735
"1559",20,7,3,4,1736
"1560",7,3,3,2,1737
"1561",20,20,3,7,1738
"1562",20,12,7,7,1739
"1563",20,7,7,4,1740
"1564",20,7,3,4,1741
"1565",20,20,7,7,1742
"1566",7,7,7,5,1743
"1567",20,20,12,1,1744
"1568",41,20,3,6,1745
"1569",20,7,3,4,1746
"1570",41,20,3,6,1748
"1571",3,3,3,2,1749
"1572",20,7,3,4,1750
"1573",20,7,7,4,1751
"1574",7,7,3,5,1752
"1575",7,7,3,5,1753
"1576",20,7,3,4,1755
"1577",51,20,7,6,1756
"1578",7,3,3,2,1757
"1579",51,20,7,6,1758
"1580",51,7,7,3,1759
"1581",7,7,3,5,1760
"1582",41,7,3,3,1761
"1583",20,7,7,4,1762
"1584",7,7,3,5,1763
"1585",7,7,3,5,1764
"1586",41,12,7,3,1765
"1587",41,12,3,3,1766
"1588",7,3,3,2,1767
"1589",7,3,3,2,1768
"1590",7,7,3,5,1769
"1591",7,3,3,2,1770
"1592",20,7,3,4,1771
"1593",51,41,20,1,1773
"1594",51,3,3,3,1774
"1595",20,7,3,4,1775
"1596",20,20,7,7,1776
"1597",7,7,3,5,1777
"1598",41,20,7,6,1779
"1599",51,7,7,3,1780
"1600",20,7,3,4,1781
"1601",41,3,3,3,1783
"1602",20,7,3,4,1784
"1603",7,7,7,5,1785
"1604",51,20,20,1,1786
"1605",7,7,7,5,1787
"1606",20,7,7,4,1788
"1607",20,7,3,4,1789
"1608",20,7,3,4,1790
"1609",20,7,3,4,1791
"1610",51,7,3,3,1792
"1611",20,20,3,7,1793
"1612",20,7,7,4,1794
"1613",41,20,3,6,1796
"1614",20,3,3,4,1797
"1615",7,3,3,2,1798
"1616",7,3,3,2,1799
"1617",20,12,3,4,1800
"1618",20,7,7,4,1801
"1619",12,7,7,5,1802
"1620",7,3,3,2,1805
"1621",20,20,3,7,1807
"1622",7,3,3,2,1809
"1623",7,7,3,5,1812
"1624",41,20,7,6,1814
"1625",20,7,3,4,1815
"1626",41,7,3,3,1816
"1627",20,3,3,4,1817
"1628",20,20,7,7,1819
"1629",7,7,3,5,1820
"1630",7,7,7,5,1821
"1631",7,7,3,5,1822
"1632",51,3,3,3,1823
"1633",3,3,3,2,1824
"1634",3,3,3,2,1825
"1635",20,7,3,4,1826
"1636",20,7,7,4,1827
"1637",41,3,3,3,1828
"1638",20,12,3,4,1829
"1639",20,7,7,4,1830
"1640",20,3,3,4,1832
"1641",7,3,3,2,1833
"1642",20,3,3,4,1835
"1643",51,3,3,3,1836
"1644",51,7,3,3,1837
"1645",12,7,3,5,1838
"1646",20,7,7,4,1839
"1647",20,20,7,7,1840
"1648",20,7,3,4,1842
"1649",41,12,3,3,1843
"1650",51,20,3,6,1844
"1651",41,20,7,6,1845
"1652",3,3,3,2,1846
"1653",7,3,3,2,1847
"1654",41,20,20,1,1848
"1655",20,7,3,4,1850
"1656",20,20,12,1,1851
"1657",20,3,3,4,1852
"1658",12,7,3,5,1853
"1659",20,20,3,7,1855
"1660",20,20,20,1,1856
"1661",41,20,3,6,1857
"1662",12,7,3,5,1859
"1663",20,12,3,4,1860
"1664",51,7,7,3,1861
"1665",20,7,3,4,1862
"1666",3,3,3,2,1863
"1667",7,3,3,2,1864
"1668",20,7,7,4,1865
"1669",20,3,3,4,1866
"1670",7,3,3,2,1868
"1671",7,7,7,5,1869
"1672",20,20,3,7,1870
"1673",20,7,3,4,1872
"1674",20,7,7,4,1873
"1675",20,3,3,4,1874
"1676",20,3,3,4,1875
"1677",51,41,7,6,1876
"1678",20,7,7,4,1877
"1679",20,7,3,4,1878
"1680",7,3,3,2,1879
"1681",20,7,3,4,1880
"1682",41,7,7,3,1881
"1683",3,3,3,2,1883
"1684",7,3,3,2,1884
"1685",20,7,3,4,1885
"1686",51,7,3,3,1886
"1687",20,7,7,4,1887
"1688",7,7,3,5,1890
"1689",12,3,3,2,1891
"1690",12,3,3,2,1892
"1691",20,20,3,7,1894
"1692",20,3,3,4,1895
"1693",51,20,3,6,1896
"1694",20,7,3,4,1897
"1695",20,7,7,4,1899
"1696",51,7,3,3,1900
"1697",51,7,3,3,1901
"1698",20,7,3,4,1902
"1699",41,7,3,3,1903
"1700",20,20,3,7,1905
"1701",7,7,3,5,1907
"1702",7,7,3,5,1908
"1703",41,20,7,6,1909
"1704",51,20,7,6,1910
"1705",7,3,3,2,1911
"1706",7,7,3,5,1912
"1707",7,3,3,2,1914
"1708",20,7,3,4,1915
"1709",3,3,3,2,1916
"1710",20,12,3,4,1917
"1711",12,7,3,5,1918
"1712",41,20,20,1,1919
"1713",20,7,3,4,1920
"1714",20,20,7,7,1921
"1715",20,12,3,4,1922
"1716",20,7,3,4,1924
"1717",7,3,3,2,1925
"1718",51,20,7,6,1926
"1719",20,7,7,4,1927
"1720",7,3,3,2,1928
"1721",51,20,3,6,1929
"1722",20,7,7,4,1931
"1723",20,12,7,7,1932
"1724",7,3,3,2,1933
"1725",7,3,3,2,1934
"1726",20,3,3,4,1936
"1727",7,3,3,2,1937
"1728",20,20,12,1,1938
"1729",3,3,3,2,1939
"1730",20,7,3,4,1940
"1731",20,7,3,4,1941
"1732",51,7,3,3,1942
"1733",12,7,3,5,1943
"1734",7,7,7,5,1944
"1735",20,20,3,7,1945
"1736",20,3,3,4,1946
"1737",7,3,3,2,1947
"1738",20,3,3,4,1948
"1739",51,20,7,6,1949
"1740",41,7,7,3,1950
"1741",20,20,3,7,1951
"1742",41,7,3,3,1952
"1743",7,7,7,5,1953
"1744",20,12,3,4,1954
"1745",12,7,3,5,1955
"1746",12,12,3,5,1958
"1747",7,7,3,5,1959
"1748",20,20,7,7,1961
"1749",41,7,7,3,1962
"1750",41,7,3,3,1963
"1751",3,3,3,2,1964
"1752",7,7,7,5,1965
"1753",7,3,3,2,1966
"1754",3,3,3,2,1967
"1755",12,7,3,5,1968
"1756",20,12,7,7,1969
"1757",7,3,3,2,1970
"1758",20,3,3,4,1971
"1759",20,3,3,4,1972
"1760",20,7,3,4,1973
"1761",3,3,3,2,1974
"1762",51,7,7,3,1975
"1763",51,7,3,3,1976
"1764",41,20,3,6,1977
"1765",41,3,3,3,1978
"1766",20,20,7,7,1979
"1767",7,7,3,5,1981
"1768",7,3,3,2,1982
"1769",12,3,3,2,1983
"1770",20,7,3,4,1984
"1771",3,3,3,2,1985
"1772",20,20,7,7,1986
"1773",41,7,3,3,1987
"1774",20,7,3,4,1988
"1775",20,7,3,4,1989
"1776",20,20,20,1,1990
"1777",20,3,3,4,1991
"1778",41,12,12,1,1992
"1779",20,12,7,7,1993
"1780",12,3,3,2,1994
"1781",51,12,7,3,1995
"1782",7,7,7,5,1996
"1783",20,7,3,4,1997
"1784",51,20,3,6,1998
"1785",7,7,3,5,1999
"1786",7,7,3,5,2000
"1787",20,7,3,4,2001
"1788",20,3,3,4,2002
"1789",41,7,3,3,2003
"1790",20,12,7,7,2004
"1791",20,7,7,4,2005
"1792",51,12,7,3,2007
"1793",20,7,3,4,2008
"1794",20,12,7,7,2009
"1795",51,20,20,1,2010
"1796",41,7,7,3,2011
"1797",20,12,3,4,2013
"1798",7,3,3,2,2014
"1799",20,3,3,4,2015
"1800",7,3,3,2,2016
"1801",51,41,7,6,2017
"1802",20,12,3,4,2018
"1803",20,7,3,4,2020
"1804",51,7,3,3,2021
"1805",7,3,3,2,2022
"1806",51,7,3,3,2023
"1807",51,20,7,6,2024
"1808",51,41,3,6,2026
"1809",20,7,3,4,2027
"1810",12,7,3,5,2028
"1811",51,20,7,6,2029
"1812",7,3,3,2,2030
"1813",7,3,3,2,2031
"1814",51,7,7,3,2032
"1815",12,7,3,5,2033
"1816",20,7,3,4,2035
"1817",7,7,3,5,2036
"1818",20,3,3,4,2037
"1819",20,12,3,4,2038
"1820",41,7,3,3,2039
"1821",12,7,3,5,2040
"1822",20,7,3,4,2041
"1823",7,7,3,5,2042
"1824",20,7,3,4,2043
"1825",20,20,3,7,2
"1826",41,7,3,3,3
"1827",7,7,3,5,4
"1828",7,7,7,5,5
"1829",7,3,3,2,6
"1830",7,3,3,2,7
"1831",7,3,3,2,8
"1832",41,7,3,3,9
"1833",3,3,3,2,10
"1834",20,20,3,7,11
"1835",20,20,12,1,12
"1836",51,7,7,3,13
"1837",7,7,3,5,14
"1838",20,3,3,4,16
"1839",20,3,3,4,17
"1840",7,7,7,5,18
"1841",7,7,3,5,20
"1842",51,3,3,3,21
"1843",3,3,3,2,22
"1844",51,20,20,1,23
"1845",20,7,3,4,24
"1846",41,12,12,1,25
"1847",51,20,12,1,26
"1848",7,3,3,2,27
"1849",41,20,3,6,28
"1850",20,7,7,4,29
"1851",12,7,3,5,30
"1852",20,7,3,4,31
"1853",51,7,3,3,32
"1854",20,3,3,4,33
"1855",20,12,7,7,34
"1856",51,20,3,6,35
"1857",7,7,3,5,36
"1858",7,7,3,5,37
"1859",12,7,3,5,38
"1860",51,7,3,3,39
"1861",7,7,3,5,40
"1862",20,20,3,7,41
"1863",20,7,3,4,42
"1864",41,41,20,1,43
"1865",41,12,3,3,44
"1866",7,7,3,5,45
"1867",7,7,3,5,46
"1868",20,3,3,4,49
"1869",20,20,3,7,50
"1870",7,7,3,5,51
"1871",51,20,7,6,52
"1872",51,7,3,3,53
"1873",20,7,7,4,54
"1874",51,7,3,3,55
"1875",20,7,3,4,56
"1876",20,7,3,4,57
"1877",20,7,7,4,59
"1878",51,41,7,6,60
"1879",20,7,3,4,61
"1880",7,3,3,2,62
"1881",20,12,7,7,63
"1882",20,3,3,4,64
"1883",3,3,3,2,65
"1884",20,7,7,4,66
"1885",20,7,3,4,67
"1886",3,3,3,2,68
"1887",20,20,3,7,69
"1888",20,7,7,4,70
"1889",12,7,7,5,71
"1890",20,12,7,7,72
"1891",20,7,7,4,73
"1892",20,7,3,4,74
"1893",41,20,7,6,75
"1894",51,51,7,6,76
"1895",20,20,12,1,77
"1896",20,3,3,4,78
"1897",7,7,3,5,79
"1898",20,7,3,4,80
"1899",20,3,3,4,82
"1900",20,7,7,4,83
"1901",51,7,7,3,84
"1902",12,3,3,2,85
"1903",7,3,3,2,86
"1904",41,20,12,1,87
"1905",41,20,3,6,88
"1906",20,20,7,7,89
"1907",12,7,3,5,90
"1908",51,20,3,6,91
"1909",20,7,3,4,92
"1910",20,7,3,4,93
"1911",20,12,3,4,94
"1912",20,7,3,4,95
"1913",7,7,3,5,96
"1914",41,3,3,3,99
"1915",20,7,3,4,100
"1916",7,3,3,2,101
"1917",20,3,3,4,102
"1918",41,3,3,3,103
"1919",41,20,7,6,104
"1920",51,7,3,3,105
"1921",20,3,3,4,106
"1922",51,7,3,3,107
"1923",41,20,3,6,108
"1924",41,3,3,3,109
"1925",7,7,3,5,110
"1926",20,7,3,4,111
"1927",12,7,3,5,113
"1928",41,20,7,6,114
"1929",20,7,7,4,116
"1930",41,7,7,3,118
"1931",20,7,3,4,119
"1932",20,20,3,7,121
"1933",20,20,7,7,122
"1934",41,7,3,3,123
"1935",20,7,7,4,125
"1936",51,20,7,6,126
"1937",7,7,3,5,127
"1938",20,7,3,4,128
"1939",7,7,3,5,129
"1940",20,7,7,4,130
"1941",20,7,7,4,131
"1942",7,7,3,5,132
"1943",7,3,3,2,133
"1944",7,3,3,2,134
"1945",20,7,3,4,135
"1946",7,7,3,5,136
"1947",20,7,3,4,137
"1948",51,7,7,3,138
"1949",41,7,3,3,139
"1950",51,41,3,6,140
"1951",20,7,7,4,141
"1952",7,7,3,5,142
"1953",41,3,3,3,143
"1954",20,12,12,7,145
"1955",7,7,3,5,146
"1956",7,7,3,5,147
"1957",12,3,3,2,148
"1958",41,20,3,6,149
"1959",41,20,7,6,150
"1960",51,41,7,6,151
"1961",20,3,3,4,152
"1962",7,3,3,2,153
"1963",3,3,3,2,154
"1964",51,7,3,3,155
"1965",41,7,3,3,156
"1966",20,3,3,4,157
"1967",20,7,3,4,158
"1968",7,7,3,5,160
"1969",20,20,7,7,161
"1970",20,12,3,4,162
"1971",12,7,3,5,163
"1972",41,20,7,6,164
"1973",20,12,7,7,165
"1974",51,41,3,6,166
"1975",3,3,3,2,167
"1976",51,12,7,3,168
"1977",20,20,7,7,169
"1978",51,20,3,6,171
"1979",20,3,3,4,172
"1980",51,41,20,1,173
"1981",51,7,7,3,174
"1982",3,3,3,2,175
"1983",51,20,3,6,176
"1984",41,7,3,3,177
"1985",3,3,3,2,178
"1986",7,3,3,2,179
